day,allegany,anne_arundel,baltimore_city,baltimore_county,calvert,caroline,carroll,cecil,charles,dorchester,frederick,garrett,harford,howard,kent,montgomery,prince_georges,queen_annes,saint_marys,somerset,talbot,washington,wicomico,worcester,county_total
Total,0.7,10.04,5.51,12.99,2.32,0.53,3.48,1.77,3.69,0.53,4.59,0.54,5.53,5.95,0.38,15.34,15.95,1.36,2.29,1404,1,2.45,1.66,1.01,387286
